Room_ID,Hospital_ID,Room_Number,Room_Type,Status,Capacity
RM000961,HOSP000049,501,General Ward,Occupied,4
RM000962,HOSP000049,502,General Ward,Maintenance,4
RM000963,HOSP000049,103,Operation Theater,Available,1
RM000964,HOSP000049,104,Operation Theater,Occupied,1
RM000965,HOSP000049,205,ICU,Occupied,1
RM000966,HOSP000049,406,Emergency Room,Available,6
RM000967,HOSP000049,107,Consultation Room,Occupied,1
RM000968,HOSP000049,508,Operation Theater,Occupied,1
RM000969,HOSP000049,409,General Ward,Maintenance,6
RM000970,HOSP000049,310,Operation Theater,Occupied,1
RM000971,HOSP000049,211,General Ward,Maintenance,6
RM000972,HOSP000049,112,Consultation Room,Available,1
RM000973,HOSP000049,113,General Ward,Available,4
RM000974,HOSP000049,114,ICU,Available,1
RM000975,HOSP000049,215,Operation Theater,Occupied,1
RM000976,HOSP000049,516,ICU,Maintenance,1
RM000977,HOSP000049,117,Emergency Room,Maintenance,4
RM000978,HOSP000049,518,General Ward,Occupied,2
RM000979,HOSP000049,419,General Ward,Available,6
RM000980,HOSP000049,420,Consultation Room,Occupied,1
RM000981,HOSP000050,501,General Ward,Maintenance,2
RM000982,HOSP000050,302,Consultation Room,Occupied,1
RM000983,HOSP000050,303,Emergency Room,Maintenance,4
RM000984,HOSP000050,304,General Ward,Occupied,4
RM000985,HOSP000050,105,ICU,Available,1
RM000986,HOSP000050,306,Operation Theater,Occupied,1
RM000987,HOSP000050,307,Operation Theater,Maintenance,1
RM000988,HOSP000050,508,Consultation Room,Available,1
RM000989,HOSP000050,409,ICU,Available,1
RM000990,HOSP000050,510,General Ward,Occupied,6
RM000991,HOSP000050,211,Emergency Room,Maintenance,6
RM000992,HOSP000050,112,ICU,Occupied,1
RM000993,HOSP000050,513,Emergency Room,Occupied,6
RM000994,HOSP000050,314,Consultation Room,Available,1
RM000995,HOSP000050,215,Emergency Room,Maintenance,6
RM000996,HOSP000050,116,Emergency Room,Available,6
RM000997,HOSP000050,117,Operation Theater,Occupied,1
RM000998,HOSP000050,418,General Ward,Occupied,2
RM000999,HOSP000050,419,General Ward,Maintenance,2
RM001000,HOSP000050,220,Operation Theater,Available,1
RM001001,HOSP000051,101,Operation Theater,Occupied,1
RM001002,HOSP000051,102,ICU,Maintenance,1
RM001003,HOSP000051,403,General Ward,Available,4
RM001004,HOSP000051,304,Emergency Room,Available,6
RM001005,HOSP000051,405,Emergency Room,Occupied,6
RM001006,HOSP000051,406,Consultation Room,Available,1
RM001007,HOSP000051,507,Emergency Room,Occupied,4
RM001008,HOSP000051,108,Emergency Room,Available,4
RM001009,HOSP000051,409,General Ward,Maintenance,6
RM001010,HOSP000051,310,Operation Theater,Occupied,1
RM001011,HOSP000051,211,Operation Theater,Available,1
RM001012,HOSP000051,512,Emergency Room,Maintenance,4
RM001013,HOSP000051,113,General Ward,Maintenance,4
RM001014,HOSP000051,114,ICU,Available,1
RM001015,HOSP000051,115,General Ward,Available,2
RM001016,HOSP000051,416,Consultation Room,Occupied,1
RM001017,HOSP000051,517,Consultation Room,Occupied,1
RM001018,HOSP000051,318,General Ward,Maintenance,4
RM001019,HOSP000051,319,General Ward,Occupied,2
RM001020,HOSP000051,220,ICU,Maintenance,1
RM001021,HOSP000052,201,Emergency Room,Maintenance,6
RM001022,HOSP000052,302,Operation Theater,Occupied,1
RM001023,HOSP000052,303,Operation Theater,Occupied,1
RM001024,HOSP000052,304,ICU,Available,1
RM001025,HOSP000052,105,Consultation Room,Available,1
RM001026,HOSP000052,106,ICU,Maintenance,1
RM001027,HOSP000052,307,Operation Theater,Maintenance,1
RM001028,HOSP000052,108,Operation Theater,Available,1
RM001029,HOSP000052,109,General Ward,Occupied,6
RM001030,HOSP000052,210,Consultation Room,Occupied,1
RM001031,HOSP000052,311,ICU,Maintenance,1
RM001032,HOSP000052,312,Consultation Room,Maintenance,1
RM001033,HOSP000052,313,Emergency Room,Occupied,4
RM001034,HOSP000052,514,Operation Theater,Occupied,1
RM001035,HOSP000052,315,Emergency Room,Occupied,6
RM001036,HOSP000052,316,Consultation Room,Occupied,1
RM001037,HOSP000052,417,Operation Theater,Occupied,1
RM001038,HOSP000052,118,Emergency Room,Occupied,2
RM001039,HOSP000052,519,Emergency Room,Occupied,6
RM001040,HOSP000052,120,Emergency Room,Occupied,6
RM001041,HOSP000053,401,ICU,Available,1
RM001042,HOSP000053,102,General Ward,Maintenance,6
RM001043,HOSP000053,203,General Ward,Occupied,4
RM001044,HOSP000053,104,Operation Theater,Occupied,1
RM001045,HOSP000053,105,General Ward,Available,6
RM001046,HOSP000053,406,Operation Theater,Occupied,1
RM001047,HOSP000053,307,Emergency Room,Occupied,2
RM001048,HOSP000053,308,Consultation Room,Occupied,1
RM001049,HOSP000053,209,General Ward,Available,6
RM001050,HOSP000053,410,Operation Theater,Maintenance,1
RM001051,HOSP000053,111,ICU,Maintenance,1
RM001052,HOSP000053,512,Operation Theater,Maintenance,1
RM001053,HOSP000053,513,General Ward,Maintenance,4
RM001054,HOSP000053,214,ICU,Occupied,1
RM001055,HOSP000053,215,ICU,Available,1
RM001056,HOSP000053,216,Operation Theater,Maintenance,1
RM001057,HOSP000053,317,Consultation Room,Occupied,1
RM001058,HOSP000053,418,Operation Theater,Occupied,1
RM001059,HOSP000053,119,ICU,Maintenance,1
RM001060,HOSP000053,420,General Ward,Maintenance,2
RM001061,HOSP000054,301,ICU,Occupied,1
RM001062,HOSP000054,302,ICU,Available,1
RM001063,HOSP000054,403,Operation Theater,Maintenance,1
RM001064,HOSP000054,404,Consultation Room,Available,1
RM001065,HOSP000054,105,ICU,Maintenance,1
RM001066,HOSP000054,506,General Ward,Available,6
RM001067,HOSP000054,407,Consultation Room,Available,1
RM001068,HOSP000054,208,General Ward,Occupied,4
RM001069,HOSP000054,209,Consultation Room,Available,1
RM001070,HOSP000054,110,Operation Theater,Maintenance,1
RM001071,HOSP000054,111,Emergency Room,Available,4
RM001072,HOSP000054,112,Operation Theater,Maintenance,1
RM001073,HOSP000054,213,Consultation Room,Maintenance,1
RM001074,HOSP000054,214,Operation Theater,Occupied,1
RM001075,HOSP000054,215,ICU,Maintenance,1
RM001076,HOSP000054,216,ICU,Available,1
RM001077,HOSP000054,317,Emergency Room,Available,4
RM001078,HOSP000054,518,Consultation Room,Occupied,1
RM001079,HOSP000054,219,General Ward,Available,4
RM001080,HOSP000054,420,Consultation Room,Maintenance,1
RM001081,HOSP000055,401,Consultation Room,Occupied,1
RM001082,HOSP000055,302,General Ward,Occupied,4
RM001083,HOSP000055,103,General Ward,Maintenance,6
RM001084,HOSP000055,304,Operation Theater,Maintenance,1
RM001085,HOSP000055,105,Consultation Room,Available,1
RM001086,HOSP000055,106,General Ward,Occupied,2
RM001087,HOSP000055,207,Operation Theater,Available,1
RM001088,HOSP000055,208,Emergency Room,Available,6
RM001089,HOSP000055,209,Emergency Room,Maintenance,6
RM001090,HOSP000055,510,Consultation Room,Occupied,1
RM001091,HOSP000055,211,ICU,Occupied,1
RM001092,HOSP000055,412,General Ward,Maintenance,6
RM001093,HOSP000055,513,Emergency Room,Available,4
RM001094,HOSP000055,214,ICU,Maintenance,1
RM001095,HOSP000055,515,Consultation Room,Maintenance,1
RM001096,HOSP000055,516,Consultation Room,Available,1
RM001097,HOSP000055,317,Consultation Room,Occupied,1
RM001098,HOSP000055,518,Operation Theater,Available,1
RM001099,HOSP000055,419,Consultation Room,Occupied,1
RM001100,HOSP000055,120,ICU,Occupied,1
RM001101,HOSP000056,401,Consultation Room,Occupied,1
RM001102,HOSP000056,302,General Ward,Available,4
RM001103,HOSP000056,303,General Ward,Available,2
RM001104,HOSP000056,504,Operation Theater,Occupied,1
RM001105,HOSP000056,205,Emergency Room,Available,6
RM001106,HOSP000056,206,Emergency Room,Maintenance,6
RM001107,HOSP000056,107,Emergency Room,Available,2
RM001108,HOSP000056,508,Emergency Room,Maintenance,4
RM001109,HOSP000056,109,Operation Theater,Maintenance,1
RM001110,HOSP000056,210,Emergency Room,Available,4
RM001111,HOSP000056,111,Consultation Room,Occupied,1
RM001112,HOSP000056,412,ICU,Maintenance,1
RM001113,HOSP000056,413,General Ward,Maintenance,2
RM001114,HOSP000056,114,Consultation Room,Occupied,1
RM001115,HOSP000056,215,General Ward,Available,4
RM001116,HOSP000056,216,Emergency Room,Available,4
RM001117,HOSP000056,217,Consultation Room,Available,1
RM001118,HOSP000056,418,General Ward,Maintenance,4
RM001119,HOSP000056,419,Emergency Room,Available,2
RM001120,HOSP000056,520,ICU,Available,1
RM001121,HOSP000057,401,ICU,Maintenance,1
RM001122,HOSP000057,402,Consultation Room,Available,1
RM001123,HOSP000057,103,Operation Theater,Available,1
RM001124,HOSP000057,404,Emergency Room,Occupied,2
RM001125,HOSP000057,105,Emergency Room,Maintenance,6
RM001126,HOSP000057,506,Operation Theater,Maintenance,1
RM001127,HOSP000057,107,ICU,Maintenance,1
RM001128,HOSP000057,408,Emergency Room,Occupied,2
RM001129,HOSP000057,409,Consultation Room,Occupied,1
RM001130,HOSP000057,310,Consultation Room,Occupied,1
RM001131,HOSP000057,411,Consultation Room,Maintenance,1
RM001132,HOSP000057,112,ICU,Occupied,1
RM001133,HOSP000057,413,Consultation Room,Available,1
RM001134,HOSP000057,214,ICU,Occupied,1
RM001135,HOSP000057,215,Emergency Room,Maintenance,6
RM001136,HOSP000057,316,Emergency Room,Occupied,4
RM001137,HOSP000057,217,Emergency Room,Available,2
RM001138,HOSP000057,518,General Ward,Occupied,4
RM001139,HOSP000057,219,Emergency Room,Available,4
RM001140,HOSP000057,120,Consultation Room,Occupied,1
RM001141,HOSP000058,401,General Ward,Maintenance,2
RM001142,HOSP000058,302,Consultation Room,Available,1
RM001143,HOSP000058,503,Operation Theater,Maintenance,1
RM001144,HOSP000058,404,Emergency Room,Occupied,2
RM001145,HOSP000058,305,Consultation Room,Available,1
RM001146,HOSP000058,306,Operation Theater,Maintenance,1
RM001147,HOSP000058,507,ICU,Maintenance,1
RM001148,HOSP000058,508,Consultation Room,Maintenance,1
RM001149,HOSP000058,209,Operation Theater,Available,1
RM001150,HOSP000058,110,Emergency Room,Available,2
RM001151,HOSP000058,311,General Ward,Occupied,6
RM001152,HOSP000058,512,General Ward,Maintenance,2
RM001153,HOSP000058,413,General Ward,Available,2
RM001154,HOSP000058,314,Emergency Room,Maintenance,2
RM001155,HOSP000058,515,Operation Theater,Available,1
RM001156,HOSP000058,416,General Ward,Maintenance,6
RM001157,HOSP000058,217,ICU,Maintenance,1
RM001158,HOSP000058,118,ICU,Occupied,1
RM001159,HOSP000058,419,Consultation Room,Maintenance,1
RM001160,HOSP000058,320,Emergency Room,Occupied,6
RM001161,HOSP000059,201,Emergency Room,Maintenance,6
RM001162,HOSP000059,402,Emergency Room,Maintenance,6
RM001163,HOSP000059,403,ICU,Occupied,1
RM001164,HOSP000059,104,ICU,Available,1
RM001165,HOSP000059,305,Operation Theater,Maintenance,1
RM001166,HOSP000059,406,Operation Theater,Maintenance,1
RM001167,HOSP000059,407,General Ward,Maintenance,4
RM001168,HOSP000059,408,Emergency Room,Maintenance,6
RM001169,HOSP000059,209,Emergency Room,Available,4
RM001170,HOSP000059,510,ICU,Maintenance,1
RM001171,HOSP000059,411,Operation Theater,Available,1
RM001172,HOSP000059,412,Consultation Room,Maintenance,1
RM001173,HOSP000059,313,General Ward,Available,2
RM001174,HOSP000059,214,Emergency Room,Occupied,2
RM001175,HOSP000059,415,Consultation Room,Available,1
RM001176,HOSP000059,416,Emergency Room,Maintenance,4
RM001177,HOSP000059,217,General Ward,Occupied,2
RM001178,HOSP000059,318,General Ward,Available,4
RM001179,HOSP000059,519,Emergency Room,Maintenance,6
RM001180,HOSP000059,220,Emergency Room,Maintenance,6
RM001181,HOSP000060,101,Consultation Room,Occupied,1
RM001182,HOSP000060,102,Emergency Room,Occupied,4
RM001183,HOSP000060,203,Operation Theater,Available,1
RM001184,HOSP000060,104,Emergency Room,Maintenance,6
RM001185,HOSP000060,105,Operation Theater,Maintenance,1
RM001186,HOSP000060,406,ICU,Occupied,1
RM001187,HOSP000060,507,General Ward,Available,6
RM001188,HOSP000060,308,General Ward,Occupied,2
RM001189,HOSP000060,309,ICU,Available,1
RM001190,HOSP000060,310,General Ward,Occupied,2
RM001191,HOSP000060,211,Emergency Room,Available,4
RM001192,HOSP000060,212,Consultation Room,Maintenance,1
RM001193,HOSP000060,413,General Ward,Occupied,2
RM001194,HOSP000060,114,General Ward,Occupied,6
RM001195,HOSP000060,215,Consultation Room,Maintenance,1
RM001196,HOSP000060,516,General Ward,Occupied,4
RM001197,HOSP000060,217,Operation Theater,Occupied,1
RM001198,HOSP000060,318,Operation Theater,Available,1
RM001199,HOSP000060,219,Consultation Room,Occupied,1
RM001200,HOSP000060,120,Consultation Room,Maintenance,1
RM001201,HOSP000061,301,Consultation Room,Available,1
RM001202,HOSP000061,502,Operation Theater,Available,1
RM001203,HOSP000061,503,Emergency Room,Maintenance,6
RM001204,HOSP000061,404,General Ward,Occupied,4
RM001205,HOSP000061,205,Consultation Room,Maintenance,1
RM001206,HOSP000061,406,Consultation Room,Occupied,1
RM001207,HOSP000061,407,Emergency Room,Maintenance,4
RM001208,HOSP000061,208,Emergency Room,Available,6
RM001209,HOSP000061,309,General Ward,Available,2
RM001210,HOSP000061,510,Emergency Room,Available,2
RM001211,HOSP000061,511,General Ward,Available,6
RM001212,HOSP000061,112,Emergency Room,Maintenance,2
RM001213,HOSP000061,113,General Ward,Available,4
RM001214,HOSP000061,514,Emergency Room,Available,4
RM001215,HOSP000061,315,Consultation Room,Occupied,1
RM001216,HOSP000061,416,General Ward,Maintenance,4
RM001217,HOSP000061,417,ICU,Maintenance,1
RM001218,HOSP000061,418,General Ward,Maintenance,6
RM001219,HOSP000061,519,Emergency Room,Maintenance,4
RM001220,HOSP000061,220,General Ward,Maintenance,6
RM001221,HOSP000062,301,Emergency Room,Available,4
RM001222,HOSP000062,302,Emergency Room,Maintenance,4
RM001223,HOSP000062,503,ICU,Maintenance,1
RM001224,HOSP000062,204,Consultation Room,Occupied,1
RM001225,HOSP000062,105,Consultation Room,Occupied,1
RM001226,HOSP000062,506,Operation Theater,Available,1
RM001227,HOSP000062,107,ICU,Maintenance,1
RM001228,HOSP000062,108,General Ward,Available,2
RM001229,HOSP000062,109,ICU,Occupied,1
RM001230,HOSP000062,410,Emergency Room,Maintenance,2
RM001231,HOSP000062,311,Emergency Room,Occupied,2
RM001232,HOSP000062,512,Operation Theater,Occupied,1
RM001233,HOSP000062,513,Emergency Room,Available,4
RM001234,HOSP000062,314,Consultation Room,Available,1
RM001235,HOSP000062,515,ICU,Available,1
RM001236,HOSP000062,516,Operation Theater,Available,1
RM001237,HOSP000062,417,Consultation Room,Occupied,1
RM001238,HOSP000062,118,General Ward,Occupied,4
RM001239,HOSP000062,319,Emergency Room,Available,4
RM001240,HOSP000062,520,Consultation Room,Maintenance,1
RM001241,HOSP000063,501,Emergency Room,Available,6
RM001242,HOSP000063,302,ICU,Occupied,1
RM001243,HOSP000063,403,Operation Theater,Available,1
RM001244,HOSP000063,104,General Ward,Occupied,2
RM001245,HOSP000063,105,ICU,Maintenance,1
RM001246,HOSP000063,406,Emergency Room,Occupied,2
RM001247,HOSP000063,307,Consultation Room,Maintenance,1
RM001248,HOSP000063,508,General Ward,Occupied,4
RM001249,HOSP000063,409,Emergency Room,Available,4
RM001250,HOSP000063,510,General Ward,Available,2
RM001251,HOSP000063,111,Emergency Room,Occupied,6
RM001252,HOSP000063,112,Consultation Room,Maintenance,1
RM001253,HOSP000063,113,General Ward,Maintenance,6
RM001254,HOSP000063,514,Operation Theater,Available,1
RM001255,HOSP000063,515,ICU,Maintenance,1
RM001256,HOSP000063,116,Operation Theater,Occupied,1
RM001257,HOSP000063,117,Consultation Room,Maintenance,1
RM001258,HOSP000063,518,General Ward,Occupied,6
RM001259,HOSP000063,119,General Ward,Maintenance,2
RM001260,HOSP000063,320,Operation Theater,Maintenance,1
RM001261,HOSP000064,101,Consultation Room,Occupied,1
RM001262,HOSP000064,402,Emergency Room,Occupied,4
RM001263,HOSP000064,303,Consultation Room,Available,1
RM001264,HOSP000064,304,Consultation Room,Available,1
RM001265,HOSP000064,105,ICU,Available,1
RM001266,HOSP000064,306,Emergency Room,Occupied,4
RM001267,HOSP000064,207,General Ward,Occupied,6
RM001268,HOSP000064,208,ICU,Available,1
RM001269,HOSP000064,309,General Ward,Occupied,4
RM001270,HOSP000064,310,Consultation Room,Occupied,1
RM001271,HOSP000064,311,Operation Theater,Maintenance,1
RM001272,HOSP000064,112,Emergency Room,Maintenance,6
RM001273,HOSP000064,513,General Ward,Maintenance,2
RM001274,HOSP000064,314,Consultation Room,Maintenance,1
RM001275,HOSP000064,115,Operation Theater,Available,1
RM001276,HOSP000064,316,Consultation Room,Available,1
RM001277,HOSP000064,417,Operation Theater,Available,1
RM001278,HOSP000064,118,Consultation Room,Available,1
RM001279,HOSP000064,219,ICU,Occupied,1
RM001280,HOSP000064,120,ICU,Maintenance,1
RM001281,HOSP000065,201,Emergency Room,Available,2
RM001282,HOSP000065,402,ICU,Maintenance,1
RM001283,HOSP000065,503,Operation Theater,Occupied,1
RM001284,HOSP000065,304,General Ward,Available,2
RM001285,HOSP000065,405,Emergency Room,Available,6
RM001286,HOSP000065,306,Consultation Room,Maintenance,1
RM001287,HOSP000065,207,Operation Theater,Available,1
RM001288,HOSP000065,208,Consultation Room,Available,1
RM001289,HOSP000065,209,ICU,Available,1
RM001290,HOSP000065,410,Consultation Room,Occupied,1
RM001291,HOSP000065,411,Emergency Room,Available,6
RM001292,HOSP000065,412,Emergency Room,Occupied,2
RM001293,HOSP000065,513,ICU,Available,1
RM001294,HOSP000065,114,ICU,Maintenance,1
RM001295,HOSP000065,415,Consultation Room,Maintenance,1
RM001296,HOSP000065,316,General Ward,Occupied,6
RM001297,HOSP000065,117,Operation Theater,Occupied,1
RM001298,HOSP000065,318,ICU,Occupied,1
RM001299,HOSP000065,119,Consultation Room,Occupied,1
RM001300,HOSP000065,420,Emergency Room,Available,2
RM001301,HOSP000066,201,ICU,Maintenance,1
RM001302,HOSP000066,102,Emergency Room,Occupied,6
RM001303,HOSP000066,303,ICU,Available,1
RM001304,HOSP000066,504,General Ward,Occupied,4
RM001305,HOSP000066,405,ICU,Occupied,1
RM001306,HOSP000066,406,General Ward,Maintenance,4
RM001307,HOSP000066,507,ICU,Occupied,1
RM001308,HOSP000066,308,Consultation Room,Available,1
RM001309,HOSP000066,109,Emergency Room,Maintenance,2
RM001310,HOSP000066,310,General Ward,Available,2
RM001311,HOSP000066,111,ICU,Occupied,1
RM001312,HOSP000066,312,Emergency Room,Occupied,2
RM001313,HOSP000066,313,Consultation Room,Occupied,1
RM001314,HOSP000066,414,Consultation Room,Available,1
RM001315,HOSP000066,515,Operation Theater,Occupied,1
RM001316,HOSP000066,316,General Ward,Available,6
RM001317,HOSP000066,317,Operation Theater,Maintenance,1
RM001318,HOSP000066,418,Emergency Room,Occupied,6
RM001319,HOSP000066,119,Operation Theater,Occupied,1
RM001320,HOSP000066,120,Emergency Room,Available,2
RM001321,HOSP000067,101,Operation Theater,Available,1
RM001322,HOSP000067,502,ICU,Available,1
RM001323,HOSP000067,403,Operation Theater,Maintenance,1
RM001324,HOSP000067,504,Consultation Room,Occupied,1
RM001325,HOSP000067,305,Consultation Room,Available,1
RM001326,HOSP000067,506,General Ward,Available,2
RM001327,HOSP000067,107,Operation Theater,Occupied,1
RM001328,HOSP000067,308,Operation Theater,Available,1
RM001329,HOSP000067,409,General Ward,Available,2
RM001330,HOSP000067,210,Emergency Room,Maintenance,6
RM001331,HOSP000067,311,Consultation Room,Available,1
RM001332,HOSP000067,412,Operation Theater,Occupied,1
RM001333,HOSP000067,513,General Ward,Occupied,2
RM001334,HOSP000067,514,Emergency Room,Maintenance,4
RM001335,HOSP000067,215,Consultation Room,Maintenance,1
RM001336,HOSP000067,316,General Ward,Occupied,2
RM001337,HOSP000067,217,Emergency Room,Occupied,6
RM001338,HOSP000067,418,General Ward,Maintenance,6
RM001339,HOSP000067,119,Consultation Room,Occupied,1
RM001340,HOSP000067,120,General Ward,Maintenance,4
RM001341,HOSP000068,201,Consultation Room,Available,1
RM001342,HOSP000068,402,ICU,Available,1
RM001343,HOSP000068,203,Operation Theater,Available,1
RM001344,HOSP000068,504,General Ward,Occupied,4
RM001345,HOSP000068,305,ICU,Available,1
RM001346,HOSP000068,106,Emergency Room,Available,6
RM001347,HOSP000068,107,Consultation Room,Occupied,1
RM001348,HOSP000068,308,Emergency Room,Occupied,4
RM001349,HOSP000068,109,ICU,Occupied,1
RM001350,HOSP000068,110,ICU,Occupied,1
RM001351,HOSP000068,211,Consultation Room,Maintenance,1
RM001352,HOSP000068,212,Consultation Room,Occupied,1
RM001353,HOSP000068,413,General Ward,Maintenance,6
RM001354,HOSP000068,514,ICU,Occupied,1
RM001355,HOSP000068,315,Consultation Room,Maintenance,1
RM001356,HOSP000068,316,Operation Theater,Occupied,1
RM001357,HOSP000068,217,Emergency Room,Available,2
RM001358,HOSP000068,418,Operation Theater,Available,1
RM001359,HOSP000068,219,ICU,Occupied,1
RM001360,HOSP000068,320,Consultation Room,Available,1
RM001361,HOSP000069,201,ICU,Maintenance,1
RM001362,HOSP000069,202,ICU,Occupied,1
RM001363,HOSP000069,203,Consultation Room,Available,1
RM001364,HOSP000069,104,Consultation Room,Maintenance,1
RM001365,HOSP000069,305,Operation Theater,Occupied,1
RM001366,HOSP000069,406,Emergency Room,Occupied,2
RM001367,HOSP000069,507,ICU,Available,1
RM001368,HOSP000069,108,General Ward,Maintenance,4
RM001369,HOSP000069,109,Consultation Room,Occupied,1
RM001370,HOSP000069,410,ICU,Maintenance,1
RM001371,HOSP000069,511,Consultation Room,Available,1
RM001372,HOSP000069,412,Operation Theater,Occupied,1
RM001373,HOSP000069,413,Emergency Room,Occupied,2
RM001374,HOSP000069,514,Consultation Room,Occupied,1
RM001375,HOSP000069,315,Operation Theater,Available,1
RM001376,HOSP000069,416,Operation Theater,Occupied,1
RM001377,HOSP000069,117,Operation Theater,Available,1
RM001378,HOSP000069,218,General Ward,Occupied,4
RM001379,HOSP000069,519,ICU,Available,1
RM001380,HOSP000069,220,Consultation Room,Maintenance,1
RM001381,HOSP000070,301,Consultation Room,Available,1
RM001382,HOSP000070,102,ICU,Available,1
RM001383,HOSP000070,103,Consultation Room,Available,1
RM001384,HOSP000070,404,ICU,Occupied,1
RM001385,HOSP000070,205,Consultation Room,Occupied,1
RM001386,HOSP000070,506,Consultation Room,Available,1
RM001387,HOSP000070,407,Emergency Room,Occupied,6
RM001388,HOSP000070,108,ICU,Maintenance,1
RM001389,HOSP000070,309,ICU,Available,1
RM001390,HOSP000070,410,ICU,Available,1
RM001391,HOSP000070,111,ICU,Available,1
RM001392,HOSP000070,312,Operation Theater,Available,1
RM001393,HOSP000070,413,Consultation Room,Available,1
RM001394,HOSP000070,514,Emergency Room,Occupied,4
RM001395,HOSP000070,315,General Ward,Available,4
RM001396,HOSP000070,416,Emergency Room,Available,4
RM001397,HOSP000070,417,General Ward,Available,4
RM001398,HOSP000070,318,Emergency Room,Maintenance,6
RM001399,HOSP000070,419,ICU,Maintenance,1
RM001400,HOSP000070,420,ICU,Maintenance,1
RM001401,HOSP000071,501,Consultation Room,Available,1
RM001402,HOSP000071,202,Consultation Room,Maintenance,1
RM001403,HOSP000071,103,General Ward,Occupied,6
RM001404,HOSP000071,204,Operation Theater,Occupied,1
RM001405,HOSP000071,305,General Ward,Occupied,6
RM001406,HOSP000071,106,Emergency Room,Maintenance,6
RM001407,HOSP000071,107,ICU,Maintenance,1
RM001408,HOSP000071,508,General Ward,Available,6
RM001409,HOSP000071,309,ICU,Maintenance,1
RM001410,HOSP000071,310,Consultation Room,Occupied,1
RM001411,HOSP000071,111,ICU,Available,1
RM001412,HOSP000071,512,Operation Theater,Maintenance,1
RM001413,HOSP000071,213,Emergency Room,Occupied,6
RM001414,HOSP000071,314,Consultation Room,Occupied,1
RM001415,HOSP000071,115,ICU,Available,1
RM001416,HOSP000071,316,Emergency Room,Occupied,6
RM001417,HOSP000071,117,Operation Theater,Available,1
RM001418,HOSP000071,518,Consultation Room,Occupied,1
RM001419,HOSP000071,419,General Ward,Occupied,6
RM001420,HOSP000071,320,ICU,Maintenance,1
RM001421,HOSP000072,501,Operation Theater,Occupied,1
RM001422,HOSP000072,202,Consultation Room,Occupied,1
RM001423,HOSP000072,303,General Ward,Maintenance,6
RM001424,HOSP000072,304,Operation Theater,Maintenance,1
RM001425,HOSP000072,105,ICU,Maintenance,1
RM001426,HOSP000072,406,Consultation Room,Occupied,1
RM001427,HOSP000072,507,ICU,Maintenance,1
RM001428,HOSP000072,308,Operation Theater,Available,1
RM001429,HOSP000072,209,Emergency Room,Occupied,6
RM001430,HOSP000072,510,Emergency Room,Available,4
RM001431,HOSP000072,411,Operation Theater,Occupied,1
RM001432,HOSP000072,512,Operation Theater,Maintenance,1
RM001433,HOSP000072,313,Emergency Room,Occupied,2
RM001434,HOSP000072,414,Consultation Room,Maintenance,1
RM001435,HOSP000072,315,Emergency Room,Maintenance,6
RM001436,HOSP000072,516,ICU,Maintenance,1
RM001437,HOSP000072,317,Operation Theater,Available,1
RM001438,HOSP000072,418,ICU,Occupied,1
RM001439,HOSP000072,519,ICU,Available,1
RM001440,HOSP000072,320,Consultation Room,Occupied,1
RM001441,HOSP000073,401,Emergency Room,Occupied,6
RM001442,HOSP000073,502,General Ward,Available,4
RM001443,HOSP000073,403,General Ward,Maintenance,2
RM001444,HOSP000073,204,General Ward,Maintenance,4
RM001445,HOSP000073,305,General Ward,Occupied,6
RM001446,HOSP000073,406,General Ward,Occupied,6
RM001447,HOSP000073,107,ICU,Available,1
RM001448,HOSP000073,508,Consultation Room,Occupied,1
RM001449,HOSP000073,109,Consultation Room,Maintenance,1
RM001450,HOSP000073,310,Consultation Room,Maintenance,1
RM001451,HOSP000073,511,Operation Theater,Occupied,1
RM001452,HOSP000073,412,Consultation Room,Available,1
RM001453,HOSP000073,413,ICU,Available,1
RM001454,HOSP000073,414,Consultation Room,Available,1
RM001455,HOSP000073,415,ICU,Available,1
RM001456,HOSP000073,316,General Ward,Occupied,2
RM001457,HOSP000073,117,ICU,Maintenance,1
RM001458,HOSP000073,118,ICU,Maintenance,1
RM001459,HOSP000073,319,General Ward,Available,4
RM001460,HOSP000073,420,General Ward,Available,6
RM001461,HOSP000074,101,General Ward,Available,6
RM001462,HOSP000074,302,ICU,Available,1
RM001463,HOSP000074,403,General Ward,Available,4
RM001464,HOSP000074,204,Consultation Room,Maintenance,1
RM001465,HOSP000074,105,Consultation Room,Occupied,1
RM001466,HOSP000074,206,Consultation Room,Occupied,1
RM001467,HOSP000074,407,General Ward,Available,6
RM001468,HOSP000074,408,Emergency Room,Available,4
RM001469,HOSP000074,209,General Ward,Available,2
RM001470,HOSP000074,210,Consultation Room,Available,1
RM001471,HOSP000074,111,ICU,Available,1
RM001472,HOSP000074,512,Consultation Room,Available,1
RM001473,HOSP000074,213,ICU,Occupied,1
RM001474,HOSP000074,114,Consultation Room,Maintenance,1
RM001475,HOSP000074,115,ICU,Maintenance,1
RM001476,HOSP000074,116,Operation Theater,Available,1
RM001477,HOSP000074,117,Operation Theater,Available,1
RM001478,HOSP000074,318,ICU,Available,1
RM001479,HOSP000074,219,ICU,Maintenance,1
RM001480,HOSP000074,320,Operation Theater,Occupied,1
RM001481,HOSP000075,101,Consultation Room,Available,1
RM001482,HOSP000075,202,Emergency Room,Occupied,6
RM001483,HOSP000075,303,Consultation Room,Occupied,1
RM001484,HOSP000075,404,Operation Theater,Occupied,1
