Schedule_ID,Doctor_ID,Day_Of_Week,Start_Time,End_Time,Slot_Duration_Minutes,Max_Patients
SCHED000987,DOC000198,Tuesday,09:00,17:00,15,32
SCHED000988,DOC000198,Wednesday,09:00,17:00,15,32
SCHED000989,DOC000198,Thursday,09:00,17:00,15,32
SCHED000990,DOC000198,Friday,09:00,17:00,15,32
SCHED000991,DOC000199,Monday,09:00,17:00,15,32
SCHED000992,DOC000199,Tuesday,09:00,17:00,15,32
SCHED000993,DOC000199,Wednesday,09:00,17:00,15,32
SCHED000994,DOC000199,Thursday,09:00,17:00,15,32
SCHED000995,DOC000199,Friday,09:00,17:00,15,32
SCHED000996,DOC000200,Monday,09:00,17:00,15,32
SCHED000997,DOC000200,Tuesday,09:00,17:00,15,32
SCHED000998,DOC000200,Wednesday,09:00,17:00,15,32
SCHED000999,DOC000200,Thursday,09:00,17:00,15,32
SCHED001000,DOC000200,Friday,09:00,17:00,15,32
SCHED001001,DOC000201,Monday,09:00,17:00,15,32
SCHED001002,DOC000201,Tuesday,09:00,17:00,15,32
SCHED001003,DOC000201,Wednesday,09:00,17:00,15,32
SCHED001004,DOC000201,Thursday,09:00,17:00,15,32
SCHED001005,DOC000201,Friday,09:00,17:00,15,32
SCHED001006,DOC000202,Monday,09:00,17:00,15,32
SCHED001007,DOC000202,Tuesday,09:00,17:00,15,32
SCHED001008,DOC000202,Wednesday,09:00,17:00,15,32
SCHED001009,DOC000202,Thursday,09:00,17:00,15,32
SCHED001010,DOC000202,Friday,09:00,17:00,15,32
SCHED001011,DOC000203,Monday,09:00,17:00,15,32
SCHED001012,DOC000203,Tuesday,09:00,17:00,15,32
SCHED001013,DOC000203,Wednesday,09:00,17:00,15,32
SCHED001014,DOC000203,Thursday,09:00,17:00,15,32
SCHED001015,DOC000203,Friday,09:00,17:00,15,32
SCHED001016,DOC000204,Monday,09:00,17:00,15,32
SCHED001017,DOC000204,Tuesday,09:00,17:00,15,32
SCHED001018,DOC000204,Wednesday,09:00,17:00,15,32
SCHED001019,DOC000204,Thursday,09:00,17:00,15,32
SCHED001020,DOC000204,Friday,09:00,17:00,15,32
SCHED001021,DOC000205,Monday,09:00,17:00,15,32
SCHED001022,DOC000205,Tuesday,09:00,17:00,15,32
SCHED001023,DOC000205,Wednesday,09:00,17:00,15,32
SCHED001024,DOC000205,Thursday,09:00,17:00,15,32
SCHED001025,DOC000205,Friday,09:00,17:00,15,32
SCHED001026,DOC000206,Monday,09:00,17:00,15,32
SCHED001027,DOC000206,Tuesday,09:00,17:00,15,32
SCHED001028,DOC000206,Wednesday,09:00,17:00,15,32
SCHED001029,DOC000206,Thursday,09:00,17:00,15,32
SCHED001030,DOC000206,Friday,09:00,17:00,15,32
SCHED001031,DOC000207,Monday,09:00,17:00,15,32
SCHED001032,DOC000207,Tuesday,09:00,17:00,15,32
SCHED001033,DOC000207,Wednesday,09:00,17:00,15,32
SCHED001034,DOC000207,Thursday,09:00,17:00,15,32
SCHED001035,DOC000207,Friday,09:00,17:00,15,32
SCHED001036,DOC000208,Monday,09:00,17:00,15,32
SCHED001037,DOC000208,Tuesday,09:00,17:00,15,32
SCHED001038,DOC000208,Wednesday,09:00,17:00,15,32
SCHED001039,DOC000208,Thursday,09:00,17:00,15,32
SCHED001040,DOC000208,Friday,09:00,17:00,15,32
SCHED001041,DOC000209,Monday,09:00,17:00,15,32
SCHED001042,DOC000209,Tuesday,09:00,17:00,15,32
SCHED001043,DOC000209,Wednesday,09:00,17:00,15,32
SCHED001044,DOC000209,Thursday,09:00,17:00,15,32
SCHED001045,DOC000209,Friday,09:00,17:00,15,32
SCHED001046,DOC000210,Monday,09:00,17:00,15,32
SCHED001047,DOC000210,Tuesday,09:00,17:00,15,32
SCHED001048,DOC000210,Wednesday,09:00,17:00,15,32
SCHED001049,DOC000210,Thursday,09:00,17:00,15,32
SCHED001050,DOC000210,Friday,09:00,17:00,15,32
SCHED001051,DOC000211,Monday,09:00,17:00,15,32
SCHED001052,DOC000211,Tuesday,09:00,17:00,15,32
SCHED001053,DOC000211,Wednesday,09:00,17:00,15,32
SCHED001054,DOC000211,Thursday,09:00,17:00,15,32
SCHED001055,DOC000211,Friday,09:00,17:00,15,32
SCHED001056,DOC000212,Monday,09:00,17:00,15,32
SCHED001057,DOC000212,Tuesday,09:00,17:00,15,32
SCHED001058,DOC000212,Wednesday,09:00,17:00,15,32
SCHED001059,DOC000212,Thursday,09:00,17:00,15,32
SCHED001060,DOC000212,Friday,09:00,17:00,15,32
SCHED001061,DOC000213,Monday,09:00,17:00,15,32
SCHED001062,DOC000213,Tuesday,09:00,17:00,15,32
SCHED001063,DOC000213,Wednesday,09:00,17:00,15,32
SCHED001064,DOC000213,Thursday,09:00,17:00,15,32
SCHED001065,DOC000213,Friday,09:00,17:00,15,32
SCHED001066,DOC000214,Monday,09:00,17:00,15,32
SCHED001067,DOC000214,Tuesday,09:00,17:00,15,32
SCHED001068,DOC000214,Wednesday,09:00,17:00,15,32
SCHED001069,DOC000214,Thursday,09:00,17:00,15,32
SCHED001070,DOC000214,Friday,09:00,17:00,15,32
SCHED001071,DOC000215,Monday,09:00,17:00,15,32
SCHED001072,DOC000215,Tuesday,09:00,17:00,15,32
SCHED001073,DOC000215,Wednesday,09:00,17:00,15,32
SCHED001074,DOC000215,Thursday,09:00,17:00,15,32
SCHED001075,DOC000215,Friday,09:00,17:00,15,32
SCHED001076,DOC000216,Monday,09:00,17:00,15,32
SCHED001077,DOC000216,Tuesday,09:00,17:00,15,32
SCHED001078,DOC000216,Wednesday,09:00,17:00,15,32
SCHED001079,DOC000216,Thursday,09:00,17:00,15,32
SCHED001080,DOC000216,Friday,09:00,17:00,15,32
SCHED001081,DOC000217,Monday,09:00,17:00,15,32
SCHED001082,DOC000217,Tuesday,09:00,17:00,15,32
SCHED001083,DOC000217,Wednesday,09:00,17:00,15,32
SCHED001084,DOC000217,Thursday,09:00,17:00,15,32
SCHED001085,DOC000217,Friday,09:00,17:00,15,32
SCHED001086,DOC000218,Monday,09:00,17:00,15,32
SCHED001087,DOC000218,Tuesday,09:00,17:00,15,32
SCHED001088,DOC000218,Wednesday,09:00,17:00,15,32
SCHED001089,DOC000218,Thursday,09:00,17:00,15,32
SCHED001090,DOC000218,Friday,09:00,17:00,15,32
SCHED001091,DOC000219,Monday,09:00,17:00,15,32
SCHED001092,DOC000219,Tuesday,09:00,17:00,15,32
SCHED001093,DOC000219,Wednesday,09:00,17:00,15,32
SCHED001094,DOC000219,Thursday,09:00,17:00,15,32
SCHED001095,DOC000219,Friday,09:00,17:00,15,32
SCHED001096,DOC000220,Monday,09:00,17:00,15,32
SCHED001097,DOC000220,Tuesday,09:00,17:00,15,32
SCHED001098,DOC000220,Wednesday,09:00,17:00,15,32
SCHED001099,DOC000220,Thursday,09:00,17:00,15,32
SCHED001100,DOC000220,Friday,09:00,17:00,15,32
SCHED001101,DOC000221,Monday,09:00,17:00,15,32
SCHED001102,DOC000221,Tuesday,09:00,17:00,15,32
SCHED001103,DOC000221,Wednesday,09:00,17:00,15,32
SCHED001104,DOC000221,Thursday,09:00,17:00,15,32
SCHED001105,DOC000221,Friday,09:00,17:00,15,32
SCHED001106,DOC000222,Monday,09:00,17:00,15,32
SCHED001107,DOC000222,Tuesday,09:00,17:00,15,32
SCHED001108,DOC000222,Wednesday,09:00,17:00,15,32
SCHED001109,DOC000222,Thursday,09:00,17:00,15,32
SCHED001110,DOC000222,Friday,09:00,17:00,15,32
SCHED001111,DOC000223,Monday,09:00,17:00,15,32
SCHED001112,DOC000223,Tuesday,09:00,17:00,15,32
SCHED001113,DOC000223,Wednesday,09:00,17:00,15,32
SCHED001114,DOC000223,Thursday,09:00,17:00,15,32
SCHED001115,DOC000223,Friday,09:00,17:00,15,32
SCHED001116,DOC000224,Monday,09:00,17:00,15,32
SCHED001117,DOC000224,Tuesday,09:00,17:00,15,32
SCHED001118,DOC000224,Wednesday,09:00,17:00,15,32
SCHED001119,DOC000224,Thursday,09:00,17:00,15,32
SCHED001120,DOC000224,Friday,09:00,17:00,15,32
SCHED001121,DOC000225,Monday,09:00,17:00,15,32
SCHED001122,DOC000225,Tuesday,09:00,17:00,15,32
SCHED001123,DOC000225,Wednesday,09:00,17:00,15,32
SCHED001124,DOC000225,Thursday,09:00,17:00,15,32
SCHED001125,DOC000225,Friday,09:00,17:00,15,32
SCHED001126,DOC000226,Monday,09:00,17:00,15,32
SCHED001127,DOC000226,Tuesday,09:00,17:00,15,32
SCHED001128,DOC000226,Wednesday,09:00,17:00,15,32
SCHED001129,DOC000226,Thursday,09:00,17:00,15,32
SCHED001130,DOC000226,Friday,09:00,17:00,15,32
SCHED001131,DOC000227,Monday,09:00,17:00,15,32
SCHED001132,DOC000227,Tuesday,09:00,17:00,15,32
SCHED001133,DOC000227,Wednesday,09:00,17:00,15,32
SCHED001134,DOC000227,Thursday,09:00,17:00,15,32
SCHED001135,DOC000227,Friday,09:00,17:00,15,32
SCHED001136,DOC000228,Monday,09:00,17:00,15,32
SCHED001137,DOC000228,Tuesday,09:00,17:00,15,32
SCHED001138,DOC000228,Wednesday,09:00,17:00,15,32
SCHED001139,DOC000228,Thursday,09:00,17:00,15,32
SCHED001140,DOC000228,Friday,09:00,17:00,15,32
SCHED001141,DOC000229,Monday,09:00,17:00,15,32
SCHED001142,DOC000229,Tuesday,09:00,17:00,15,32
SCHED001143,DOC000229,Wednesday,09:00,17:00,15,32
SCHED001144,DOC000229,Thursday,09:00,17:00,15,32
SCHED001145,DOC000229,Friday,09:00,17:00,15,32
SCHED001146,DOC000230,Monday,09:00,17:00,15,32
SCHED001147,DOC000230,Tuesday,09:00,17:00,15,32
SCHED001148,DOC000230,Wednesday,09:00,17:00,15,32
SCHED001149,DOC000230,Thursday,09:00,17:00,15,32
SCHED001150,DOC000230,Friday,09:00,17:00,15,32
SCHED001151,DOC000231,Monday,09:00,17:00,15,32
SCHED001152,DOC000231,Tuesday,09:00,17:00,15,32
SCHED001153,DOC000231,Wednesday,09:00,17:00,15,32
SCHED001154,DOC000231,Thursday,09:00,17:00,15,32
SCHED001155,DOC000231,Friday,09:00,17:00,15,32
SCHED001156,DOC000232,Monday,09:00,17:00,15,32
SCHED001157,DOC000232,Tuesday,09:00,17:00,15,32
SCHED001158,DOC000232,Wednesday,09:00,17:00,15,32
SCHED001159,DOC000232,Thursday,09:00,17:00,15,32
SCHED001160,DOC000232,Friday,09:00,17:00,15,32
SCHED001161,DOC000233,Monday,09:00,17:00,15,32
SCHED001162,DOC000233,Tuesday,09:00,17:00,15,32
SCHED001163,DOC000233,Wednesday,09:00,17:00,15,32
SCHED001164,DOC000233,Thursday,09:00,17:00,15,32
SCHED001165,DOC000233,Friday,09:00,17:00,15,32
SCHED001166,DOC000234,Monday,09:00,17:00,15,32
SCHED001167,DOC000234,Tuesday,09:00,17:00,15,32
SCHED001168,DOC000234,Wednesday,09:00,17:00,15,32
SCHED001169,DOC000234,Thursday,09:00,17:00,15,32
SCHED001170,DOC000234,Friday,09:00,17:00,15,32
SCHED001171,DOC000235,Monday,09:00,17:00,15,32
SCHED001172,DOC000235,Tuesday,09:00,17:00,15,32
SCHED001173,DOC000235,Wednesday,09:00,17:00,15,32
SCHED001174,DOC000235,Thursday,09:00,17:00,15,32
SCHED001175,DOC000235,Friday,09:00,17:00,15,32
SCHED001176,DOC000236,Monday,09:00,17:00,15,32
SCHED001177,DOC000236,Tuesday,09:00,17:00,15,32
SCHED001178,DOC000236,Wednesday,09:00,17:00,15,32
SCHED001179,DOC000236,Thursday,09:00,17:00,15,32
SCHED001180,DOC000236,Friday,09:00,17:00,15,32
SCHED001181,DOC000237,Monday,09:00,17:00,15,32
SCHED001182,DOC000237,Tuesday,09:00,17:00,15,32
SCHED001183,DOC000237,Wednesday,09:00,17:00,15,32
SCHED001184,DOC000237,Thursday,09:00,17:00,15,32
SCHED001185,DOC000237,Friday,09:00,17:00,15,32
SCHED001186,DOC000238,Monday,09:00,17:00,15,32
SCHED001187,DOC000238,Tuesday,09:00,17:00,15,32
SCHED001188,DOC000238,Wednesday,09:00,17:00,15,32
SCHED001189,DOC000238,Thursday,09:00,17:00,15,32
SCHED001190,DOC000238,Friday,09:00,17:00,15,32
SCHED001191,DOC000239,Monday,09:00,17:00,15,32
SCHED001192,DOC000239,Tuesday,09:00,17:00,15,32
SCHED001193,DOC000239,Wednesday,09:00,17:00,15,32
SCHED001194,DOC000239,Thursday,09:00,17:00,15,32
SCHED001195,DOC000239,Friday,09:00,17:00,15,32
SCHED001196,DOC000240,Monday,09:00,17:00,15,32
SCHED001197,DOC000240,Tuesday,09:00,17:00,15,32
SCHED001198,DOC000240,Wednesday,09:00,17:00,15,32
SCHED001199,DOC000240,Thursday,09:00,17:00,15,32
SCHED001200,DOC000240,Friday,09:00,17:00,15,32
SCHED001201,DOC000241,Monday,09:00,17:00,15,32
SCHED001202,DOC000241,Tuesday,09:00,17:00,15,32
SCHED001203,DOC000241,Wednesday,09:00,17:00,15,32
SCHED001204,DOC000241,Thursday,09:00,17:00,15,32
SCHED001205,DOC000241,Friday,09:00,17:00,15,32
SCHED001206,DOC000242,Monday,09:00,17:00,15,32
SCHED001207,DOC000242,Tuesday,09:00,17:00,15,32
SCHED001208,DOC000242,Wednesday,09:00,17:00,15,32
SCHED001209,DOC000242,Thursday,09:00,17:00,15,32
SCHED001210,DOC000242,Friday,09:00,17:00,15,32
SCHED001211,DOC000243,Monday,09:00,17:00,15,32
SCHED001212,DOC000243,Tuesday,09:00,17:00,15,32
SCHED001213,DOC000243,Wednesday,09:00,17:00,15,32
SCHED001214,DOC000243,Thursday,09:00,17:00,15,32
SCHED001215,DOC000243,Friday,09:00,17:00,15,32
SCHED001216,DOC000244,Monday,09:00,17:00,15,32
SCHED001217,DOC000244,Tuesday,09:00,17:00,15,32
SCHED001218,DOC000244,Wednesday,09:00,17:00,15,32
SCHED001219,DOC000244,Thursday,09:00,17:00,15,32
SCHED001220,DOC000244,Friday,09:00,17:00,15,32
SCHED001221,DOC000245,Monday,09:00,17:00,15,32
SCHED001222,DOC000245,Tuesday,09:00,17:00,15,32
SCHED001223,DOC000245,Wednesday,09:00,17:00,15,32
SCHED001224,DOC000245,Thursday,09:00,17:00,15,32
SCHED001225,DOC000245,Friday,09:00,17:00,15,32
SCHED001226,DOC000246,Monday,09:00,17:00,15,32
SCHED001227,DOC000246,Tuesday,09:00,17:00,15,32
SCHED001228,DOC000246,Wednesday,09:00,17:00,15,32
SCHED001229,DOC000246,Thursday,09:00,17:00,15,32
SCHED001230,DOC000246,Friday,09:00,17:00,15,32
SCHED001231,DOC000247,Monday,09:00,17:00,15,32
SCHED001232,DOC000247,Tuesday,09:00,17:00,15,32
SCHED001233,DOC000247,Wednesday,09:00,17:00,15,32
SCHED001234,DOC000247,Thursday,09:00,17:00,15,32
SCHED001235,DOC000247,Friday,09:00,17:00,15,32
SCHED001236,DOC000248,Monday,09:00,17:00,15,32
SCHED001237,DOC000248,Tuesday,09:00,17:00,15,32
SCHED001238,DOC000248,Wednesday,09:00,17:00,15,32
SCHED001239,DOC000248,Thursday,09:00,17:00,15,32
SCHED001240,DOC000248,Friday,09:00,17:00,15,32
SCHED001241,DOC000249,Monday,09:00,17:00,15,32
SCHED001242,DOC000249,Tuesday,09:00,17:00,15,32
SCHED001243,DOC000249,Wednesday,09:00,17:00,15,32
SCHED001244,DOC000249,Thursday,09:00,17:00,15,32
SCHED001245,DOC000249,Friday,09:00,17:00,15,32
SCHED001246,DOC000250,Monday,09:00,17:00,15,32
SCHED001247,DOC000250,Tuesday,09:00,17:00,15,32
SCHED001248,DOC000250,Wednesday,09:00,17:00,15,32
SCHED001249,DOC000250,Thursday,09:00,17:00,15,32
SCHED001250,DOC000250,Friday,09:00,17:00,15,32
SCHED001251,DOC000251,Monday,09:00,17:00,15,32
SCHED001252,DOC000251,Tuesday,09:00,17:00,15,32
SCHED001253,DOC000251,Wednesday,09:00,17:00,15,32
SCHED001254,DOC000251,Thursday,09:00,17:00,15,32
SCHED001255,DOC000251,Friday,09:00,17:00,15,32
SCHED001256,DOC000252,Monday,09:00,17:00,15,32
SCHED001257,DOC000252,Tuesday,09:00,17:00,15,32
SCHED001258,DOC000252,Wednesday,09:00,17:00,15,32
SCHED001259,DOC000252,Thursday,09:00,17:00,15,32
SCHED001260,DOC000252,Friday,09:00,17:00,15,32
SCHED001261,DOC000253,Monday,09:00,17:00,15,32
SCHED001262,DOC000253,Tuesday,09:00,17:00,15,32
SCHED001263,DOC000253,Wednesday,09:00,17:00,15,32
SCHED001264,DOC000253,Thursday,09:00,17:00,15,32
SCHED001265,DOC000253,Friday,09:00,17:00,15,32
SCHED001266,DOC000254,Monday,09:00,17:00,15,32
SCHED001267,DOC000254,Tuesday,09:00,17:00,15,32
SCHED001268,DOC000254,Wednesday,09:00,17:00,15,32
SCHED001269,DOC000254,Thursday,09:00,17:00,15,32
SCHED001270,DOC000254,Friday,09:00,17:00,15,32
SCHED001271,DOC000255,Monday,09:00,17:00,15,32
SCHED001272,DOC000255,Tuesday,09:00,17:00,15,32
SCHED001273,DOC000255,Wednesday,09:00,17:00,15,32
SCHED001274,DOC000255,Thursday,09:00,17:00,15,32
SCHED001275,DOC000255,Friday,09:00,17:00,15,32
SCHED001276,DOC000256,Monday,09:00,17:00,15,32
SCHED001277,DOC000256,Tuesday,09:00,17:00,15,32
SCHED001278,DOC000256,Wednesday,09:00,17:00,15,32
SCHED001279,DOC000256,Thursday,09:00,17:00,15,32
SCHED001280,DOC000256,Friday,09:00,17:00,15,32
SCHED001281,DOC000257,Monday,09:00,17:00,15,32
SCHED001282,DOC000257,Tuesday,09:00,17:00,15,32
SCHED001283,DOC000257,Wednesday,09:00,17:00,15,32
SCHED001284,DOC000257,Thursday,09:00,17:00,15,32
SCHED001285,DOC000257,Friday,09:00,17:00,15,32
SCHED001286,DOC000258,Monday,09:00,17:00,15,32
SCHED001287,DOC000258,Tuesday,09:00,17:00,15,32
SCHED001288,DOC000258,Wednesday,09:00,17:00,15,32
SCHED001289,DOC000258,Thursday,09:00,17:00,15,32
SCHED001290,DOC000258,Friday,09:00,17:00,15,32
SCHED001291,DOC000259,Monday,09:00,17:00,15,32
SCHED001292,DOC000259,Tuesday,09:00,17:00,15,32
SCHED001293,DOC000259,Wednesday,09:00,17:00,15,32
SCHED001294,DOC000259,Thursday,09:00,17:00,15,32
SCHED001295,DOC000259,Friday,09:00,17:00,15,32
SCHED001296,DOC000260,Monday,09:00,17:00,15,32
SCHED001297,DOC000260,Tuesday,09:00,17:00,15,32
SCHED001298,DOC000260,Wednesday,09:00,17:00,15,32
SCHED001299,DOC000260,Thursday,09:00,17:00,15,32
SCHED001300,DOC000260,Friday,09:00,17:00,15,32
SCHED001301,DOC000261,Monday,09:00,17:00,15,32
SCHED001302,DOC000261,Tuesday,09:00,17:00,15,32
SCHED001303,DOC000261,Wednesday,09:00,17:00,15,32
SCHED001304,DOC000261,Thursday,09:00,17:00,15,32
SCHED001305,DOC000261,Friday,09:00,17:00,15,32
SCHED001306,DOC000262,Monday,09:00,17:00,15,32
SCHED001307,DOC000262,Tuesday,09:00,17:00,15,32
SCHED001308,DOC000262,Wednesday,09:00,17:00,15,32
SCHED001309,DOC000262,Thursday,09:00,17:00,15,32
SCHED001310,DOC000262,Friday,09:00,17:00,15,32
SCHED001311,DOC000263,Monday,09:00,17:00,15,32
SCHED001312,DOC000263,Tuesday,09:00,17:00,15,32
SCHED001313,DOC000263,Wednesday,09:00,17:00,15,32
SCHED001314,DOC000263,Thursday,09:00,17:00,15,32
SCHED001315,DOC000263,Friday,09:00,17:00,15,32
SCHED001316,DOC000264,Monday,09:00,17:00,15,32
SCHED001317,DOC000264,Tuesday,09:00,17:00,15,32
SCHED001318,DOC000264,Wednesday,09:00,17:00,15,32
SCHED001319,DOC000264,Thursday,09:00,17:00,15,32
SCHED001320,DOC000264,Friday,09:00,17:00,15,32
SCHED001321,DOC000265,Monday,09:00,17:00,15,32
SCHED001322,DOC000265,Tuesday,09:00,17:00,15,32
SCHED001323,DOC000265,Wednesday,09:00,17:00,15,32
SCHED001324,DOC000265,Thursday,09:00,17:00,15,32
SCHED001325,DOC000265,Friday,09:00,17:00,15,32
SCHED001326,DOC000266,Monday,09:00,17:00,15,32
SCHED001327,DOC000266,Tuesday,09:00,17:00,15,32
SCHED001328,DOC000266,Wednesday,09:00,17:00,15,32
SCHED001329,DOC000266,Thursday,09:00,17:00,15,32
SCHED001330,DOC000266,Friday,09:00,17:00,15,32
SCHED001331,DOC000267,Monday,09:00,17:00,15,32
SCHED001332,DOC000267,Tuesday,09:00,17:00,15,32
SCHED001333,DOC000267,Wednesday,09:00,17:00,15,32
SCHED001334,DOC000267,Thursday,09:00,17:00,15,32
SCHED001335,DOC000267,Friday,09:00,17:00,15,32
SCHED001336,DOC000268,Monday,09:00,17:00,15,32
SCHED001337,DOC000268,Tuesday,09:00,17:00,15,32
SCHED001338,DOC000268,Wednesday,09:00,17:00,15,32
SCHED001339,DOC000268,Thursday,09:00,17:00,15,32
SCHED001340,DOC000268,Friday,09:00,17:00,15,32
SCHED001341,DOC000269,Monday,09:00,17:00,15,32
SCHED001342,DOC000269,Tuesday,09:00,17:00,15,32
SCHED001343,DOC000269,Wednesday,09:00,17:00,15,32
SCHED001344,DOC000269,Thursday,09:00,17:00,15,32
SCHED001345,DOC000269,Friday,09:00,17:00,15,32
SCHED001346,DOC000270,Monday,09:00,17:00,15,32
SCHED001347,DOC000270,Tuesday,09:00,17:00,15,32
SCHED001348,DOC000270,Wednesday,09:00,17:00,15,32
SCHED001349,DOC000270,Thursday,09:00,17:00,15,32
SCHED001350,DOC000270,Friday,09:00,17:00,15,32
SCHED001351,DOC000271,Monday,09:00,17:00,15,32
SCHED001352,DOC000271,Tuesday,09:00,17:00,15,32
SCHED001353,DOC000271,Wednesday,09:00,17:00,15,32
SCHED001354,DOC000271,Thursday,09:00,17:00,15,32
SCHED001355,DOC000271,Friday,09:00,17:00,15,32
SCHED001356,DOC000272,Monday,09:00,17:00,15,32
SCHED001357,DOC000272,Tuesday,09:00,17:00,15,32
SCHED001358,DOC000272,Wednesday,09:00,17:00,15,32
SCHED001359,DOC000272,Thursday,09:00,17:00,15,32
SCHED001360,DOC000272,Friday,09:00,17:00,15,32
SCHED001361,DOC000273,Monday,09:00,17:00,15,32
SCHED001362,DOC000273,Tuesday,09:00,17:00,15,32
SCHED001363,DOC000273,Wednesday,09:00,17:00,15,32
SCHED001364,DOC000273,Thursday,09:00,17:00,15,32
SCHED001365,DOC000273,Friday,09:00,17:00,15,32
SCHED001366,DOC000274,Monday,09:00,17:00,15,32
SCHED001367,DOC000274,Tuesday,09:00,17:00,15,32
SCHED001368,DOC000274,Wednesday,09:00,17:00,15,32
SCHED001369,DOC000274,Thursday,09:00,17:00,15,32
SCHED001370,DOC000274,Friday,09:00,17:00,15,32
SCHED001371,DOC000275,Monday,09:00,17:00,15,32
SCHED001372,DOC000275,Tuesday,09:00,17:00,15,32
SCHED001373,DOC000275,Wednesday,09:00,17:00,15,32
SCHED001374,DOC000275,Thursday,09:00,17:00,15,32
SCHED001375,DOC000275,Friday,09:00,17:00,15,32
SCHED001376,DOC000276,Monday,09:00,17:00,15,32
SCHED001377,DOC000276,Tuesday,09:00,17:00,15,32
SCHED001378,DOC000276,Wednesday,09:00,17:00,15,32
SCHED001379,DOC000276,Thursday,09:00,17:00,15,32
SCHED001380,DOC000276,Friday,09:00,17:00,15,32
SCHED001381,DOC000277,Monday,09:00,17:00,15,32
SCHED001382,DOC000277,Tuesday,09:00,17:00,15,32
SCHED001383,DOC000277,Wednesday,09:00,17:00,15,32
SCHED001384,DOC000277,Thursday,09:00,17:00,15,32
SCHED001385,DOC000277,Friday,09:00,17:00,15,32
SCHED001386,DOC000278,Monday,09:00,17:00,15,32
SCHED001387,DOC000278,Tuesday,09:00,17:00,15,32
SCHED001388,DOC000278,Wednesday,09:00,17:00,15,32
SCHED001389,DOC000278,Thursday,09:00,17:00,15,32
SCHED001390,DOC000278,Friday,09:00,17:00,15,32
SCHED001391,DOC000279,Monday,09:00,17:00,15,32
SCHED001392,DOC000279,Tuesday,09:00,17:00,15,32
SCHED001393,DOC000279,Wednesday,09:00,17:00,15,32
SCHED001394,DOC000279,Thursday,09:00,17:00,15,32
SCHED001395,DOC000279,Friday,09:00,17:00,15,32
SCHED001396,DOC000280,Monday,09:00,17:00,15,32
SCHED001397,DOC000280,Tuesday,09:00,17:00,15,32
SCHED001398,DOC000280,Wednesday,09:00,17:00,15,32
SCHED001399,DOC000280,Thursday,09:00,17:00,15,32
SCHED001400,DOC000280,Friday,09:00,17:00,15,32
SCHED001401,DOC000281,Monday,09:00,17:00,15,32
SCHED001402,DOC000281,Tuesday,09:00,17:00,15,32
SCHED001403,DOC000281,Wednesday,09:00,17:00,15,32
SCHED001404,DOC000281,Thursday,09:00,17:00,15,32
SCHED001405,DOC000281,Friday,09:00,17:00,15,32
SCHED001406,DOC000282,Monday,09:00,17:00,15,32
SCHED001407,DOC000282,Tuesday,09:00,17:00,15,32
SCHED001408,DOC000282,Wednesday,09:00,17:00,15,32
SCHED001409,DOC000282,Thursday,09:00,17:00,15,32
SCHED001410,DOC000282,Friday,09:00,17:00,15,32
SCHED001411,DOC000283,Monday,09:00,17:00,15,32
SCHED001412,DOC000283,Tuesday,09:00,17:00,15,32
SCHED001413,DOC000283,Wednesday,09:00,17:00,15,32
SCHED001414,DOC000283,Thursday,09:00,17:00,15,32
SCHED001415,DOC000283,Friday,09:00,17:00,15,32
SCHED001416,DOC000284,Monday,09:00,17:00,15,32
SCHED001417,DOC000284,Tuesday,09:00,17:00,15,32
SCHED001418,DOC000284,Wednesday,09:00,17:00,15,32
SCHED001419,DOC000284,Thursday,09:00,17:00,15,32
SCHED001420,DOC000284,Friday,09:00,17:00,15,32
SCHED001421,DOC000285,Monday,09:00,17:00,15,32
SCHED001422,DOC000285,Tuesday,09:00,17:00,15,32
SCHED001423,DOC000285,Wednesday,09:00,17:00,15,32
SCHED001424,DOC000285,Thursday,09:00,17:00,15,32
SCHED001425,DOC000285,Friday,09:00,17:00,15,32
SCHED001426,DOC000286,Monday,09:00,17:00,15,32
SCHED001427,DOC000286,Tuesday,09:00,17:00,15,32
SCHED001428,DOC000286,Wednesday,09:00,17:00,15,32
SCHED001429,DOC000286,Thursday,09:00,17:00,15,32
SCHED001430,DOC000286,Friday,09:00,17:00,15,32
SCHED001431,DOC000287,Monday,09:00,17:00,15,32
SCHED001432,DOC000287,Tuesday,09:00,17:00,15,32
SCHED001433,DOC000287,Wednesday,09:00,17:00,15,32
SCHED001434,DOC000287,Thursday,09:00,17:00,15,32
SCHED001435,DOC000287,Friday,09:00,17:00,15,32
SCHED001436,DOC000288,Monday,09:00,17:00,15,32
SCHED001437,DOC000288,Tuesday,09:00,17:00,15,32
SCHED001438,DOC000288,Wednesday,09:00,17:00,15,32
SCHED001439,DOC000288,Thursday,09:00,17:00,15,32
SCHED001440,DOC000288,Friday,09:00,17:00,15,32
SCHED001441,DOC000289,Monday,09:00,17:00,15,32
SCHED001442,DOC000289,Tuesday,09:00,17:00,15,32
SCHED001443,DOC000289,Wednesday,09:00,17:00,15,32
SCHED001444,DOC000289,Thursday,09:00,17:00,15,32
SCHED001445,DOC000289,Friday,09:00,17:00,15,32
SCHED001446,DOC000290,Monday,09:00,17:00,15,32
SCHED001447,DOC000290,Tuesday,09:00,17:00,15,32
SCHED001448,DOC000290,Wednesday,09:00,17:00,15,32
SCHED001449,DOC000290,Thursday,09:00,17:00,15,32
SCHED001450,DOC000290,Friday,09:00,17:00,15,32
